accelX,accelY,accelZ,gyroX,gyroY,gyroZ
-0.04,0.04,1.01,0.05,0.14,0.1
-0.04,0.04,1.0,0.05,0.14,0.1
-0.03,0.03,1.0,0.05,0.12,0.11
-0.05,0.04,1.0,0.05,0.11,0.11
-0.05,0.04,1.01,0.04,0.09,0.11
-0.05,0.04,1.02,0.04,0.09,0.11
-0.05,0.03,1.03,0.03,0.08,0.09
-0.04,0.03,1.03,0.03,0.07,0.08
-0.04,0.03,1.04,0.03,0.09,0.07
-0.04,0.02,1.04,0.02,0.14,0.05
-0.03,0.02,1.04,0.02,0.16,0.05
-0.03,0.02,1.04,0.02,0.18,0.04
-0.04,0.03,1.03,0.01,0.21,0.05
-0.04,0.04,1.02,0.0,0.23,0.07
-0.04,0.04,1.02,0.01,0.23,0.08
-0.03,0.03,1.02,-0.01,0.23,0.08
-0.04,0.03,1.02,0.01,0.21,0.1
-0.04,0.03,1.03,0.0,0.23,0.12
-0.05,0.03,1.04,-0.01,0.25,0.12
-0.04,0.03,1.04,0.01,0.24,0.14
-0.04,0.04,1.04,0.04,0.26,0.15
-0.04,0.04,1.04,0.03,0.27,0.17
-0.05,0.04,1.04,0.07,0.27,0.17
-0.03,0.04,1.03,0.08,0.27,0.18
-0.01,0.04,1.03,0.09,0.28,0.18
-0.02,0.04,1.03,0.08,0.29,0.17
-0.0,0.04,1.02,0.09,0.28,0.18
-0.01,0.05,1.02,0.1,0.27,0.18
-0.0,0.04,1.01,0.08,0.28,0.17
0.01,0.04,1.02,0.08,0.25,0.16
0.0,0.05,1.03,0.06,0.26,0.14
0.01,0.04,1.02,0.05,0.23,0.13
0.01,0.04,1.02,0.02,0.23,0.12
0.02,0.03,1.03,0.01,0.24,0.11
0.02,0.04,1.03,-0.0,0.24,0.11
0.02,0.03,1.04,-0.01,0.25,0.12
0.02,0.03,1.04,-0.02,0.25,0.12
0.02,0.03,1.04,-0.02,0.26,0.12
0.02,0.04,1.05,-0.02,0.26,0.14
0.02,0.03,1.06,0.0,0.27,0.14
0.02,0.03,1.05,0.02,0.28,0.15
0.03,0.03,1.06,0.03,0.28,0.16
0.04,0.02,1.05,0.02,0.31,0.15
0.04,0.02,1.06,0.03,0.29,0.17
0.04,0.02,1.06,0.05,0.3,0.15
0.03,0.03,1.07,0.07,0.29,0.16
0.03,0.02,1.08,0.08,0.29,0.14
0.04,0.02,1.08,0.1,0.27,0.14
0.03,0.02,1.08,0.12,0.26,0.12
0.05,0.02,1.08,0.14,0.27,0.11
0.06,0.01,1.08,0.17,0.25,0.1
0.06,0.0,1.08,0.16,0.28,0.08
0.08,-0.01,1.07,0.17,0.29,0.06
0.08,-0.02,1.05,0.17,0.31,0.05
0.09,-0.02,1.03,0.13,0.32,0.05
0.08,-0.01,1.02,0.1,0.32,0.05
0.08,-0.01,1.02,0.08,0.3,0.05
0.07,-0.0,1.01,0.05,0.28,0.06
0.07,-0.0,1.0,0.02,0.25,0.08
0.07,-0.01,1.01,0.0,0.21,0.1
0.06,-0.01,1.01,-0.03,0.19,0.11
0.06,-0.01,1.02,-0.05,0.15,0.11
0.06,-0.01,1.03,-0.05,0.15,0.11
0.06,-0.02,1.05,-0.05,0.13,0.12
0.05,-0.01,1.06,-0.04,0.13,0.12
0.05,-0.01,1.08,-0.02,0.16,0.11
0.05,-0.02,1.08,-0.01,0.19,0.11
0.04,-0.01,1.07,0.01,0.19,0.12
0.03,-0.01,1.07,0.04,0.21,0.13
0.04,-0.0,1.06,0.06,0.22,0.14
0.04,-0.01,1.05,0.07,0.23,0.14
0.03,-0.01,1.04,0.08,0.22,0.15
0.04,-0.01,1.04,0.08,0.2,0.16
0.04,-0.01,1.03,0.09,0.2,0.18
0.04,-0.0,1.02,0.09,0.2,0.19
0.03,-0.0,1.02,0.09,0.19,0.22
0.04,0.01,1.02,0.09,0.19,0.23
0.03,0.01,1.03,0.1,0.17,0.25
0.03,0.02,1.03,0.12,0.16,0.26
0.03,0.01,1.03,0.15,0.14,0.27
0.03,0.02,1.04,0.17,0.11,0.27
0.03,0.02,1.05,0.19,0.1,0.27
0.04,0.02,1.05,0.23,0.09,0.25
0.04,0.03,1.05,0.24,0.07,0.25
0.05,0.03,1.05,0.26,0.06,0.22
0.04,0.04,1.05,0.28,0.04,0.21
0.05,0.03,1.06,0.28,0.05,0.19
0.04,0.03,1.05,0.28,0.03,0.18
0.04,0.03,1.06,0.29,0.02,0.16
0.04,0.03,1.05,0.28,0.03,0.16
0.03,0.04,1.06,0.29,0.03,0.15
0.03,0.04,1.06,0.29,0.04,0.16
0.03,0.03,1.06,0.28,0.05,0.17
0.02,0.04,1.06,0.27,0.06,0.18
0.02,0.04,1.07,0.25,0.08,0.18
0.02,0.04,1.08,0.25,0.08,0.18
0.03,0.04,1.07,0.24,0.1,0.18
0.04,0.03,1.06,0.22,0.13,0.18
0.05,0.03,1.04,0.21,0.15,0.18
0.05,0.03,1.03,0.19,0.16,0.2
0.05,0.04,1.02,0.18,0.16,0.2
0.04,0.06,1.03,0.16,0.12,0.21
0.03,0.06,1.04,0.15,0.1,0.21
0.03,0.06,1.05,0.15,0.06,0.2
0.04,0.06,1.05,0.15,0.04,0.19
0.05,0.05,1.06,0.13,0.03,0.17
0.06,0.05,1.07,0.12,0.03,0.14
0.05,0.05,1.07,0.1,0.04,0.13
0.05,0.05,1.08,0.09,0.07,0.1
0.05,0.06,1.07,0.08,0.08,0.08
0.04,0.07,1.06,0.06,0.11,0.06
0.04,0.06,1.06,0.05,0.12,0.07
0.03,0.06,1.05,0.05,0.12,0.06
0.03,0.06,1.03,0.02,0.14,0.07
0.02,0.05,1.04,0.01,0.13,0.08
0.01,0.05,1.03,0.02,0.1,0.1
0.01,0.05,1.03,0.02,0.09,0.1
0.01,0.06,1.05,0.04,0.07,0.11
0.01,0.05,1.04,0.04,0.07,0.1
0.0,0.04,1.06,0.07,0.06,0.09
0.02,0.04,1.06,0.06,0.1,0.08
-0.01,0.05,1.07,0.1,0.09,0.07
-0.0,0.05,1.07,0.13,0.11,0.07
-0.01,0.07,1.09,0.18,0.11,0.06
-0.03,0.09,1.1,0.21,0.12,0.04
-0.02,0.09,1.11,0.24,0.12,0.02
-0.01,0.08,1.12,0.23,0.15,-0.02
-0.01,0.07,1.11,0.24,0.16,-0.06
0.01,0.06,1.1,0.2,0.18,-0.09
0.0,0.05,1.09,0.16,0.22,-0.11
-0.01,0.06,1.08,0.13,0.24,-0.12
-0.01,0.06,1.07,0.07,0.26,-0.12
-0.02,0.07,1.06,0.03,0.28,-0.1
-0.04,0.07,1.04,-0.01,0.28,-0.07
-0.04,0.07,1.04,-0.03,0.28,-0.03
-0.05,0.06,1.04,-0.06,0.28,0.01
-0.05,0.05,1.04,-0.07,0.28,0.05
-0.06,0.05,1.05,-0.08,0.29,0.08
-0.05,0.05,1.05,-0.07,0.3,0.11
-0.05,0.04,1.04,-0.05,0.28,0.13
-0.05,0.04,1.04,-0.03,0.29,0.12
-0.04,0.04,1.04,-0.02,0.29,0.14
-0.04,0.03,1.04,0.0,0.3,0.13
-0.03,0.03,1.03,0.02,0.28,0.13
-0.03,0.02,1.04,0.05,0.27,0.11
-0.02,0.03,1.04,0.05,0.27,0.1
-0.02,0.03,1.03,0.08,0.27,0.09
-0.02,0.04,1.04,0.08,0.27,0.09
-0.01,0.04,1.04,0.11,0.28,0.08
0.0,0.05,1.04,0.12,0.28,0.08
0.0,0.06,1.06,0.14,0.27,0.07
0.01,0.07,1.07,0.17,0.27,0.07
0.0,0.08,1.08,0.18,0.26,0.05
0.0,0.08,1.1,0.19,0.26,0.03
0.0,0.09,1.13,0.21,0.26,-0.01
-0.0,0.1,1.15,0.22,0.26,-0.03
-0.01,0.1,1.16,0.22,0.3,-0.08
-0.0,0.1,1.16,0.2,0.34,-0.12
-0.0,0.09,1.16,0.17,0.42,-0.16
-0.01,0.08,1.14,0.11,0.47,-0.18
-0.01,0.08,1.13,0.07,0.54,-0.2
-0.03,0.08,1.11,0.0,0.57,-0.19
-0.02,0.08,1.09,-0.05,0.62,-0.17
-0.04,0.09,1.08,-0.09,0.63,-0.13
-0.04,0.09,1.08,-0.13,0.65,-0.11
-0.06,0.09,1.08,-0.16,0.65,-0.06
-0.06,0.08,1.09,-0.18,0.66,-0.03
-0.05,0.09,1.11,-0.18,0.64,-0.01
-0.07,0.1,1.13,-0.18,0.64,-0.01
-0.06,0.1,1.16,-0.15,0.65,-0.02
-0.07,0.1,1.18,-0.13,0.63,-0.03
-0.07,0.11,1.21,-0.1,0.64,-0.06
-0.09,0.12,1.23,-0.04,0.64,-0.09
-0.11,0.13,1.26,0.01,0.64,-0.13
-0.13,0.15,1.3,0.09,0.63,-0.18
-0.14,0.17,1.34,0.16,0.61,-0.22
-0.14,0.17,1.4,0.23,0.62,-0.26
-0.16,0.18,1.45,0.31,0.66,-0.32
-0.16,0.18,1.47,0.38,0.73,-0.38
-0.15,0.18,1.5,0.44,0.81,-0.42
-0.14,0.18,1.51,0.48,0.94,-0.48
-0.14,0.18,1.52,0.47,1.06,-0.53
-0.13,0.18,1.53,0.45,1.22,-0.57
-0.14,0.19,1.51,0.4,1.35,-0.59
-0.14,0.19,1.49,0.35,1.5,-0.59
-0.13,0.2,1.47,0.25,1.63,-0.57
-0.14,0.19,1.45,0.14,1.76,-0.52
-0.15,0.18,1.45,0.04,1.85,-0.48
-0.15,0.19,1.44,-0.04,1.93,-0.42
-0.15,0.19,1.46,-0.13,1.98,-0.35
-0.15,0.19,1.48,-0.19,2.03,-0.3
-0.14,0.18,1.49,-0.23,2.05,-0.24
-0.13,0.16,1.54,-0.27,2.12,-0.21
-0.13,0.15,1.55,-0.26,2.17,-0.19
-0.11,0.13,1.58,-0.26,2.26,-0.19
-0.1,0.11,1.58,-0.22,2.33,-0.19
-0.09,0.1,1.61,-0.18,2.42,-0.23
-0.06,0.1,1.64,-0.13,2.49,-0.27
-0.04,0.1,1.68,-0.07,2.57,-0.32
-0.02,0.1,1.7,-0.01,2.6,-0.37
-0.01,0.09,1.71,0.04,2.67,-0.44
0.01,0.07,1.7,0.07,2.72,-0.49
0.02,0.05,1.68,0.1,2.8,-0.56
0.03,0.02,1.65,0.11,2.87,-0.61
0.03,0.01,1.62,0.09,2.95,-0.65
0.02,-0.0,1.58,0.06,3.0,-0.67
-0.01,0.01,1.52,0.02,3.06,-0.66
-0.02,0.01,1.49,-0.03,3.12,-0.62
-0.02,-0.02,1.47,-0.09,3.17,-0.57
-0.01,-0.03,1.48,-0.14,3.2,-0.5
-0.01,-0.04,1.49,-0.13,3.21,-0.41
0.01,-0.06,1.5,-0.12,3.25,-0.35
0.01,-0.07,1.51,-0.09,3.26,-0.28
0.02,-0.09,1.51,-0.03,3.27,-0.21
0.05,-0.11,1.53,0.03,3.26,-0.17
0.06,-0.14,1.52,0.1,3.27,-0.14
0.08,-0.17,1.52,0.19,3.28,-0.14
0.12,-0.2,1.53,0.27,3.29,-0.16
0.15,-0.24,1.55,0.33,3.32,-0.19
0.19,-0.26,1.57,0.42,3.34,-0.23
0.22,-0.28,1.54,0.48,3.42,-0.29
0.24,-0.3,1.5,0.53,3.47,-0.35
0.25,-0.3,1.45,0.57,3.58,-0.4
0.26,-0.31,1.41,0.57,3.66,-0.43
0.27,-0.3,1.37,0.54,3.74,-0.45
0.28,-0.31,1.32,0.5,3.79,-0.44
0.29,-0.34,1.28,0.44,3.9,-0.44
0.28,-0.32,1.2,0.36,3.99,-0.41
0.25,-0.3,1.17,0.28,4.05,-0.37
0.25,-0.3,1.15,0.19,4.08,-0.31
0.26,-0.32,1.14,0.12,4.08,-0.26
0.27,-0.34,1.12,0.06,4.07,-0.2
0.27,-0.35,1.09,0.04,4.08,-0.16
0.27,-0.37,1.07,0.04,4.07,-0.11
0.33,-0.4,1.07,0.08,4.02,-0.07
0.22,-0.35,1.01,0.11,3.93,-0.02
0.2,-0.35,0.95,0.16,3.92,0.04
0.19,-0.36,0.88,0.22,3.9,0.09
0.19,-0.36,0.83,0.29,3.81,0.11
0.16,-0.37,0.83,0.41,3.68,0.13
0.17,-0.36,0.84,0.55,3.56,0.13
0.21,-0.4,0.91,0.72,3.33,0.11
0.31,-0.41,0.91,0.92,3.16,0.04
0.4,-0.48,0.92,1.12,3.08,-0.04
0.46,-0.56,0.89,1.31,3.11,-0.2
0.51,-0.59,0.83,1.43,3.18,-0.35
0.53,-0.56,0.77,1.5,3.31,-0.51
0.5,-0.51,0.73,1.5,3.44,-0.63
0.43,-0.46,0.68,1.45,3.57,-0.7
0.34,-0.37,0.6,1.35,3.71,-0.72
0.28,-0.32,0.55,1.24,3.83,-0.67
0.21,-0.23,0.51,1.1,3.91,-0.56
0.17,-0.18,0.48,0.95,3.95,-0.43
0.16,-0.15,0.46,0.78,3.92,-0.27
0.17,-0.15,0.45,0.65,3.83,-0.12
0.19,-0.16,0.45,0.54,3.76,0.03
0.22,-0.17,0.45,0.5,3.69,0.13
0.24,-0.19,0.43,0.48,3.63,0.18
0.26,-0.21,0.4,0.48,3.56,0.19
0.28,-0.23,0.39,0.53,3.46,0.15
0.24,-0.21,0.4,0.6,3.43,0.09
0.22,-0.18,0.39,0.71,3.35,0.03
0.2,-0.14,0.38,0.82,3.24,-0.02
0.18,-0.08,0.37,0.92,3.08,-0.07
0.13,-0.04,0.36,1.01,2.93,-0.11
0.1,-0.0,0.35,1.09,2.8,-0.14
0.09,0.04,0.33,1.11,2.66,-0.15
0.06,0.07,0.33,1.12,2.52,-0.16
0.06,0.06,0.34,1.13,2.4,-0.17
0.07,0.06,0.33,1.09,2.33,-0.17
0.08,0.08,0.32,1.05,2.33,-0.16
0.09,0.13,0.31,0.98,2.35,-0.17
0.1,0.17,0.3,0.87,2.37,-0.16
0.1,0.21,0.29,0.74,2.37,-0.15
0.09,0.24,0.26,0.58,2.38,-0.14
0.06,0.25,0.25,0.42,2.4,-0.13
0.02,0.27,0.25,0.26,2.4,-0.1
-0.03,0.3,0.29,0.15,2.39,-0.06
-0.08,0.32,0.34,0.06,2.33,0.0
-0.12,0.33,0.38,-0.01,2.21,0.09
-0.16,0.33,0.4,-0.03,2.08,0.14
-0.16,0.31,0.41,-0.04,1.92,0.2
-0.13,0.28,0.44,0.0,1.75,0.21
-0.11,0.26,0.46,0.07,1.55,0.21
-0.11,0.24,0.48,0.17,1.36,0.18
-0.09,0.21,0.5,0.3,1.2,0.12
-0.07,0.2,0.52,0.43,1.08,0.05
-0.07,0.22,0.53,0.54,0.95,-0.0
-0.07,0.24,0.53,0.65,0.82,-0.07
-0.07,0.27,0.52,0.72,0.74,-0.13
-0.07,0.3,0.51,0.72,0.7,-0.17
-0.07,0.35,0.52,0.69,0.67,-0.19
-0.08,0.39,0.54,0.59,0.62,-0.16
-0.09,0.42,0.55,0.49,0.57,-0.13
-0.09,0.43,0.56,0.34,0.57,-0.09
-0.1,0.43,0.59,0.18,0.53,-0.04
-0.09,0.41,0.61,0.03,0.48,0.01
-0.07,0.38,0.66,-0.09,0.43,0.04
-0.06,0.33,0.69,-0.22,0.37,0.08
-0.06,0.27,0.71,-0.32,0.34,0.11
-0.04,0.22,0.73,-0.34,0.27,0.14
-0.05,0.16,0.77,-0.35,0.25,0.14
-0.03,0.12,0.79,-0.32,0.2,0.14
-0.04,0.09,0.81,-0.25,0.15,0.15
-0.04,0.08,0.84,-0.15,0.09,0.14
-0.05,0.08,0.86,-0.04,0.02,0.13
-0.06,0.06,0.86,0.06,-0.04,0.13
-0.06,0.08,0.87,0.15,-0.11,0.12
-0.05,0.07,0.87,0.26,-0.19,0.1
-0.04,0.08,0.86,0.32,-0.26,0.09
-0.03,0.09,0.87,0.35,-0.29,0.07
-0.0,0.09,0.87,0.39,-0.32,0.04
0.01,0.11,0.87,0.37,-0.34,0.03
0.03,0.13,0.87,0.35,-0.33,0.01
0.04,0.15,0.86,0.27,-0.31,-0.0
0.05,0.15,0.88,0.17,-0.29,0.0
0.07,0.14,0.87,0.07,-0.28,-0.0
0.07,0.13,0.88,-0.04,-0.25,0.0
0.07,0.11,0.9,-0.17,-0.2,-0.0
0.06,0.1,0.92,-0.31,-0.16,0.0
0.05,0.07,0.95,-0.39,-0.14,0.01
0.06,0.03,0.97,-0.46,-0.12,0.02
0.05,-0.01,0.98,-0.5,-0.1,0.02
0.04,-0.04,1.0,-0.52,-0.06,0.03
0.04,-0.05,1.02,-0.49,-0.07,0.04
0.04,-0.06,1.04,-0.45,-0.07,0.05
0.04,-0.08,1.04,-0.41,-0.07,0.06
0.04,-0.1,1.04,-0.33,-0.07,0.05
0.03,-0.11,1.04,-0.26,-0.09,0.03
0.04,-0.1,1.03,-0.15,-0.11,0.02
0.06,-0.12,1.04,-0.08,-0.11,0.0
0.06,-0.1,1.03,0.03,-0.11,-0.03
0.05,-0.07,1.01,0.1,-0.09,-0.04
0.03,-0.04,1.0,0.16,-0.09,-0.05
0.01,-0.02,1.0,0.18,-0.08,-0.05
0.02,-0.0,1.0,0.19,-0.08,-0.04
0.02,0.01,0.99,0.2,-0.08,-0.03
0.02,0.03,0.98,0.19,-0.07,-0.02
0.04,0.05,0.97,0.17,-0.04,-0.01
0.06,0.06,0.96,0.11,-0.01,0.01
0.06,0.07,0.96,0.05,0.01,0.02
0.07,0.07,0.95,-0.03,0.03,0.02
0.06,0.07,0.94,-0.1,0.04,0.01
0.05,0.06,0.94,-0.15,0.05,0.01
0.03,0.06,0.96,-0.2,0.05,-0.0
0.04,0.04,0.97,-0.2,0.04,-0.01
0.02,0.02,0.99,-0.21,0.01,-0.01
0.03,0.0,0.98,-0.21,-0.0,-0.01
0.04,-0.03,0.98,-0.17,-0.04,-0.01
0.04,-0.04,0.97,-0.13,-0.06,-0.01
0.03,-0.04,0.98,-0.06,-0.07,-0.04
0.02,-0.04,0.99,0.02,-0.08,-0.04
0.02,-0.03,0.97,0.11,-0.08,-0.07
0.01,-0.03,0.96,0.18,-0.12,-0.07
0.01,-0.03,0.95,0.27,-0.13,-0.08
0.0,-0.02,0.93,0.34,-0.14,-0.07
-0.0,0.01,0.92,0.43,-0.14,-0.06
-0.01,0.05,0.9,0.51,-0.15,-0.03
-0.01,0.1,0.89,0.57,-0.16,-0.01
-0.02,0.14,0.85,0.58,-0.18,-0.0
-0.02,0.17,0.82,0.6,-0.23,-0.0
-0.03,0.2,0.79,0.58,-0.25,-0.0
-0.02,0.22,0.79,0.54,-0.28,0.0
-0.02,0.26,0.78,0.48,-0.31,0.02
-0.0,0.27,0.78,0.42,-0.37,0.04
-0.01,0.27,0.75,0.35,-0.43,0.05
-0.0,0.26,0.73,0.28,-0.46,0.05
0.0,0.26,0.72,0.2,-0.48,0.06
0.01,0.26,0.74,0.16,-0.53,0.05
0.01,0.27,0.75,0.1,-0.58,0.05
0.01,0.26,0.73,0.03,-0.63,0.07
0.0,0.25,0.71,-0.01,-0.69,0.06
-0.0,0.23,0.71,-0.04,-0.71,0.05
-0.01,0.23,0.72,-0.07,-0.76,0.04
-0.0,0.24,0.72,-0.1,-0.8,0.05
-0.0,0.24,0.72,-0.15,-0.84,0.04
-0.01,0.22,0.71,-0.19,-0.9,0.05
-0.01,0.2,0.7,-0.22,-0.95,0.03
-0.01,0.2,0.73,-0.25,-0.99,0.03
0.0,0.19,0.76,-0.26,-1.06,0.05
0.02,0.2,0.77,-0.28,-1.16,0.06
0.03,0.17,0.74,-0.3,-1.22,0.06
0.04,0.12,0.72,-0.29,-1.28,0.04
0.04,0.1,0.73,-0.31,-1.31,0.01
0.04,0.1,0.75,-0.3,-1.36,-0.0
0.05,0.1,0.77,-0.27,-1.44,-0.02
0.04,0.1,0.75,-0.24,-1.5,-0.03
0.04,0.08,0.72,-0.25,-1.53,-0.04
0.03,0.06,0.7,-0.24,-1.58,-0.04
0.04,0.06,0.73,-0.21,-1.62,-0.04
0.04,0.08,0.75,-0.19,-1.69,-0.04
0.04,0.08,0.74,-0.17,-1.76,-0.01
0.05,0.06,0.7,-0.17,-1.8,-0.02
0.04,0.05,0.67,-0.19,-1.83,-0.03
0.02,0.05,0.67,-0.19,-1.82,-0.03
0.04,0.06,0.68,-0.22,-1.81,-0.02
0.03,0.06,0.69,-0.22,-1.83,0.02
0.02,0.06,0.68,-0.24,-1.84,0.05
0.01,0.05,0.67,-0.23,-1.82,0.07
0.01,0.05,0.69,-0.23,-1.81,0.1
0.02,0.08,0.71,-0.2,-1.86,0.14
0.04,0.1,0.71,-0.2,-1.9,0.18
0.05,0.08,0.67,-0.18,-1.96,0.2
0.08,0.04,0.65,-0.19,-1.97,0.2
0.09,0.02,0.65,-0.17,-2.01,0.2
0.1,0.02,0.67,-0.11,-2.02,0.18
0.09,0.05,0.69,-0.05,-2.05,0.17
0.08,0.08,0.69,-0.03,-2.08,0.16
0.07,0.09,0.67,0.0,-2.14,0.16
0.06,0.1,0.65,-0.02,-2.2,0.16
0.05,0.12,0.66,-0.06,-2.24,0.17
0.05,0.16,0.68,-0.09,-2.33,0.19
0.06,0.16,0.68,-0.18,-2.43,0.23
0.07,0.13,0.66,-0.27,-2.5,0.26
0.09,0.08,0.64,-0.37,-2.53,0.28
0.08,0.05,0.66,-0.47,-2.52,0.3
0.08,0.04,0.71,-0.54,-2.52,0.34
0.11,0.05,0.76,-0.61,-2.57,0.38
0.15,0.03,0.77,-0.67,-2.65,0.41
0.2,-0.05,0.77,-0.76,-2.69,0.42
0.25,-0.15,0.8,-0.8,-2.73,0.4
0.3,-0.22,0.85,-0.81,-2.67,0.31
0.32,-0.25,0.92,-0.76,-2.62,0.23
0.33,-0.26,0.97,-0.69,-2.55,0.13
0.32,-0.27,0.97,-0.61,-2.46,0.02
0.28,-0.28,0.96,-0.54,-2.36,-0.09
0.23,-0.28,0.94,-0.48,-2.25,-0.17
0.16,-0.24,0.93,-0.4,-2.12,-0.22
0.08,-0.16,0.94,-0.32,-2.07,-0.21
0.02,-0.07,0.92,-0.23,-2.08,-0.16
-0.01,-0.04,0.9,-0.17,-2.12,-0.09
-0.02,-0.04,0.85,-0.11,-2.18,0.0
-0.01,-0.05,0.81,-0.07,-2.24,0.06
-0.01,-0.05,0.8,-0.0,-2.28,0.09
-0.0,-0.02,0.8,0.06,-2.39,0.15
0.04,0.02,0.81,0.13,-2.5,0.18
0.09,0.01,0.81,0.17,-2.68,0.21
0.16,-0.06,0.8,0.19,-2.84,0.2
0.2,-0.14,0.81,0.22,-2.92,0.13
0.23,-0.16,0.82,0.22,-2.95,0.05
0.24,-0.15,0.86,0.25,-2.99,-0.01
0.24,-0.11,0.88,0.26,-3.0,-0.08
0.25,-0.1,0.88,0.23,-3.05,-0.12
0.25,-0.11,0.86,0.16,-3.08,-0.15
0.25,-0.15,0.86,0.07,-3.09,-0.17
0.24,-0.17,0.9,-0.03,-3.06,-0.19
0.23,-0.17,0.91,-0.13,-2.98,-0.2
0.21,-0.17,0.94,-0.23,-2.86,-0.19
0.18,-0.16,0.94,-0.31,-2.76,-0.15
0.17,-0.18,0.95,-0.39,-2.68,-0.1
0.14,-0.18,0.96,-0.45,-2.59,-0.04
0.12,-0.17,0.97,-0.47,-2.51,0.02
0.09,-0.17,1.0,-0.43,-2.46,0.11
0.09,-0.17,0.98,-0.37,-2.45,0.19
0.11,-0.16,0.96,-0.28,-2.45,0.22
0.14,-0.19,0.95,-0.21,-2.49,0.22
0.13,-0.2,0.98,-0.13,-2.54,0.19
0.13,-0.18,0.99,0.0,-2.62,0.15
0.15,-0.17,0.99,0.11,-2.71,0.1
0.17,-0.17,1.0,0.2,-2.8,0.04
0.18,-0.19,0.99,0.26,-2.93,0.02
0.19,-0.2,1.0,0.26,-2.97,-0.03
0.18,-0.18,1.02,0.25,-3.01,-0.03
0.19,-0.16,1.05,0.23,-3.02,-0.03
0.2,-0.14,1.08,0.17,-3.03,0.0
0.2,-0.15,1.11,0.08,-3.04,0.02
0.21,-0.19,1.13,-0.01,-2.99,0.04
0.2,-0.24,1.14,-0.14,-2.88,0.05
0.2,-0.26,1.19,-0.27,-2.75,0.07
0.18,-0.26,1.21,-0.36,-2.6,0.09
0.15,-0.24,1.22,-0.41,-2.47,0.12
0.12,-0.21,1.22,-0.45,-2.35,0.18
0.09,-0.2,1.2,-0.43,-2.26,0.22
0.06,-0.2,1.19,-0.39,-2.22,0.26
0.04,-0.21,1.15,-0.29,-2.18,0.29
0.03,-0.21,1.1,-0.19,-2.13,0.29
0.01,-0.2,1.05,-0.07,-2.12,0.28
0.01,-0.18,1.01,0.06,-2.16,0.29
0.02,-0.16,0.96,0.21,-2.22,0.27
0.04,-0.13,0.92,0.33,-2.32,0.27
0.07,-0.12,0.91,0.42,-2.48,0.3
0.11,-0.11,0.91,0.5,-2.63,0.3
0.17,-0.12,0.94,0.53,-2.82,0.31
0.21,-0.14,0.98,0.49,-2.96,0.29
0.27,-0.18,1.07,0.43,-3.07,0.27
0.29,-0.22,1.12,0.36,-3.11,0.23
0.32,-0.24,1.2,0.25,-3.09,0.16
0.31,-0.24,1.27,0.11,-3.01,0.09
0.28,-0.21,1.31,-0.02,-2.92,0.07
0.23,-0.19,1.35,-0.13,-2.83,0.06
0.17,-0.17,1.36,-0.22,-2.72,0.07
0.13,-0.16,1.35,-0.29,-2.62,0.11
0.08,-0.14,1.33,-0.34,-2.5,0.16
0.02,-0.12,1.29,-0.37,-2.44,0.23
-0.01,-0.11,1.27,-0.36,-2.36,0.29
-0.03,-0.11,1.24,-0.33,-2.3,0.35
-0.05,-0.11,1.23,-0.3,-2.25,0.41
-0.04,-0.12,1.21,-0.23,-2.25,0.47
-0.01,-0.13,1.19,-0.14,-2.23,0.5
0.02,-0.13,1.16,-0.07,-2.2,0.51
0.04,-0.14,1.15,-0.07,-2.36,0.62
