accelX,accelY,accelZ,gyroX,gyroY,gyroZ,pitch,roll
0.04,0.04,1.11,0.01,0.03,0.0,2.27,1.81
0.03,0.04,1.11,0.06,0.09,-0.06,1.72,1.84
0.04,0.03,1.11,0.08,0.06,0.02,1.82,1.61
0.04,0.02,1.1,0.12,0.05,0.04,1.95,1.19
0.04,0.01,1.1,0.14,0.05,0.04,1.86,0.47
0.04,-0.0,1.09,0.18,0.05,0.05,2.16,-0.07
0.03,-0.01,1.08,0.19,0.07,0.05,1.73,-0.74
0.03,-0.03,1.08,0.19,0.06,0.05,1.33,-1.51
0.03,-0.04,1.08,0.23,0.06,0.04,1.36,-1.97
0.02,-0.05,1.08,0.25,0.06,0.01,1.13,-2.5
0.01,-0.05,1.06,0.24,0.06,0.02,0.49,-2.7
0.01,-0.06,1.04,0.23,0.08,0.01,0.43,-3.55
0.01,-0.07,1.03,0.22,0.07,0.02,0.35,-4.04
-0.0,-0.08,1.02,0.21,0.06,0.02,-0.15,-4.72
0.0,-0.08,1.01,0.18,0.06,0.02,0.05,-4.57
0.0,-0.08,1.02,0.16,0.08,0.01,0.21,-4.4
0.0,-0.08,1.02,0.16,0.06,0.02,0.16,-4.36
0.01,-0.07,1.02,0.16,0.07,0.01,0.3,-3.94
0.0,-0.07,1.01,0.16,0.05,0.01,0.19,-3.82
0.01,-0.06,1.02,0.16,0.06,0.02,0.63,-3.23
0.01,-0.05,1.02,0.17,0.03,0.03,0.7,-2.99
0.02,-0.04,1.03,0.3,0.23,-0.18,1.06,-2.39
0.02,-0.05,1.03,0.22,0.03,0.01,1.11,-2.86
0.01,-0.04,1.03,0.21,0.0,0.02,0.65,-2.38
0.01,-0.05,1.03,0.22,0.02,0.01,0.69,-2.78
0.02,-0.05,1.03,0.23,-0.0,0.01,0.84,-2.67
0.01,-0.05,1.03,0.26,-0.04,0.01,0.6,-2.95
0.01,-0.06,1.04,0.27,-0.02,0.0,0.7,-3.42
-0.0,-0.07,1.03,0.26,-0.04,0.01,-0.07,-3.81
-0.01,-0.08,1.02,0.27,-0.06,0.01,-0.53,-4.62
-0.0,-0.09,1.02,0.26,-0.07,-0.01,-0.15,-5.07
0.0,-0.09,1.02,0.24,-0.08,-0.02,0.24,-4.84
0.0,-0.1,1.03,0.22,-0.08,-0.01,0.28,-5.36
0.01,-0.09,1.02,0.2,-0.09,-0.01,0.54,-5.07
0.01,-0.09,1.03,0.21,-0.1,-0.01,0.58,-5.13
0.01,-0.08,1.05,0.2,-0.11,-0.01,0.79,-4.57
0.01,-0.08,1.06,0.19,-0.13,-0.01,0.7,-4.06
0.02,-0.07,1.08,0.18,-0.13,-0.02,1.26,-3.6
0.02,-0.07,1.07,0.2,-0.14,-0.04,0.97,-3.81
0.02,-0.07,1.08,0.2,-0.14,-0.07,1.31,-3.73
0.02,-0.07,1.07,0.19,-0.12,-0.07,0.85,-3.83
0.01,-0.06,1.07,0.19,-0.14,-0.07,0.57,-3.36
0.01,-0.05,1.06,0.2,-0.16,-0.07,0.58,-2.82
0.02,-0.04,1.06,0.13,-0.27,0.03,0.86,-2.03
0.01,-0.03,1.05,0.18,-0.19,-0.04,0.7,-1.75
0.01,-0.02,1.05,0.19,-0.2,-0.03,0.49,-1.35
0.01,-0.02,1.06,0.21,-0.21,-0.04,0.61,-1.0
0.01,-0.02,1.08,0.24,-0.21,-0.02,0.31,-1.05
0.0,-0.01,1.1,0.26,-0.19,-0.02,0.22,-0.41
0.01,-0.01,1.11,0.29,-0.18,-0.01,0.43,-0.29
0.02,-0.01,1.11,0.35,-0.16,0.0,0.89,-0.36
0.03,-0.01,1.12,0.37,-0.14,-0.01,1.31,-0.39
0.03,-0.02,1.12,0.4,-0.11,-0.0,1.42,-0.88
0.03,-0.02,1.1,0.42,-0.11,-0.01,1.68,-1.08
0.04,-0.03,1.09,0.43,-0.1,-0.01,1.88,-1.53
0.04,-0.04,1.08,0.44,-0.12,0.0,1.87,-2.08
0.03,-0.05,1.07,0.42,-0.09,-0.0,1.66,-2.69
0.03,-0.06,1.07,0.42,-0.1,0.0,1.56,-3.06
0.03,-0.06,1.07,0.4,-0.09,-0.01,1.86,-3.45
0.03,-0.07,1.07,0.39,-0.1,-0.02,1.8,-3.58
0.03,-0.07,1.06,0.33,-0.08,-0.03,1.56,-3.96
0.04,-0.06,1.06,0.3,-0.08,-0.03,2.09,-3.47
0.05,-0.05,1.06,0.28,-0.09,-0.03,2.44,-2.89
0.05,-0.04,1.07,0.27,-0.1,-0.03,2.91,-2.27
0.06,-0.03,1.07,0.27,-0.09,-0.02,3.14,-1.59
0.06,-0.02,1.08,0.25,-0.11,-0.01,3.08,-1.14
0.06,-0.02,1.09,0.28,-0.13,-0.01,3.31,-1.08
0.06,-0.01,1.1,0.29,-0.14,-0.01,3.1,-0.5
0.06,-0.0,1.11,0.3,-0.13,-0.03,2.98,-0.05
0.07,-0.0,1.12,0.3,-0.13,-0.04,3.53,-0.17
0.08,-0.0,1.13,0.32,-0.13,-0.05,3.99,-0.01
0.09,0.0,1.14,0.31,-0.16,-0.04,4.62,0.12
0.1,-0.01,1.15,0.29,-0.15,-0.06,5.17,-0.6
0.13,-0.01,1.18,0.29,-0.13,-0.06,6.42,-0.4
0.14,-0.01,1.21,0.26,-0.1,-0.07,6.73,-0.54
0.17,0.0,1.24,0.22,-0.08,-0.09,7.96,0.09
0.18,-0.02,1.24,0.17,-0.04,-0.1,8.02,-0.82
0.19,-0.03,1.27,0.1,0.04,-0.12,8.55,-1.31
0.2,-0.01,1.31,0.05,0.1,-0.15,8.76,-0.28
0.22,-0.02,1.32,0.02,0.17,-0.14,9.28,-0.66
0.11,-0.09,1.41,-0.01,0.35,-0.16,4.64,-3.74
0.11,-0.09,1.39,-0.04,0.71,-0.16,4.32,-3.73
0.24,0.05,1.36,-0.06,0.96,-0.16,9.88,2.04
0.32,0.07,1.33,-0.11,1.05,-0.15,13.6,2.88
0.36,0.08,1.3,-0.17,1.0,-0.11,15.51,3.23
0.33,0.1,1.31,-0.28,0.9,-0.07,14.19,4.28
0.29,0.12,1.33,-0.32,0.83,-0.05,12.09,4.92
0.22,0.11,1.35,-0.35,0.85,-0.03,9.07,4.71
0.21,0.12,1.35,-0.36,0.96,-0.03,8.69,5.18
0.19,0.1,1.35,-0.34,1.06,-0.03,8.12,4.39
0.2,0.13,1.36,-0.35,1.14,-0.04,8.48,5.25
0.22,0.13,1.35,-0.32,1.18,-0.06,9.02,5.23
0.22,0.14,1.35,-0.31,1.22,-0.04,9.32,5.8
0.21,0.13,1.36,-0.27,1.24,-0.04,8.76,5.48
0.19,0.12,1.37,-0.23,1.29,-0.06,7.95,4.92
0.18,0.11,1.38,-0.2,1.31,-0.07,7.51,4.35
0.18,0.09,1.37,-0.19,1.35,-0.08,7.37,3.74
0.17,0.07,1.39,-0.19,1.39,-0.09,7.03,2.83
0.17,0.05,1.42,-0.12,1.6,-0.25,6.67,1.98
0.16,0.04,1.44,-0.19,1.48,-0.14,6.35,1.74
0.16,0.05,1.44,-0.2,1.58,-0.14,6.22,1.87
0.14,0.05,1.43,-0.21,1.67,-0.16,5.52,1.87
0.11,0.04,1.42,-0.23,1.74,-0.15,4.6,1.49
0.12,0.07,1.37,-0.25,1.83,-0.14,5.2,2.87
0.13,0.08,1.35,-0.25,1.92,-0.1,5.5,3.55
0.13,0.09,1.35,-0.28,2.01,-0.06,5.57,3.81
0.13,0.1,1.34,-0.25,2.04,-0.01,5.56,4.13
0.14,0.09,1.35,-0.22,2.06,0.02,5.8,3.83
0.13,0.08,1.36,-0.22,2.08,0.04,5.64,3.48
0.12,0.07,1.36,-0.17,2.08,0.06,4.94,3.03
0.1,0.06,1.36,-0.12,2.1,0.06,4.24,2.51
0.08,0.04,1.36,-0.07,2.11,0.07,3.26,1.8
0.07,0.04,1.35,-0.01,2.16,0.06,2.9,1.51
0.06,0.03,1.33,0.01,2.2,0.06,2.79,1.15
0.06,0.02,1.32,0.05,2.2,0.06,2.53,0.67
0.04,0.0,1.31,0.12,2.17,0.07,1.61,0.06
0.03,0.01,1.29,0.16,2.18,0.07,1.41,0.57
0.04,0.03,1.29,0.2,2.16,0.08,1.61,1.26
0.03,0.01,1.31,0.25,2.12,0.08,1.1,0.36
0.01,-0.02,1.33,0.3,2.09,0.1,0.57,-0.71
-0.0,-0.03,1.34,0.32,2.14,0.07,-0.06,-1.27
-0.01,-0.04,1.34,0.38,2.15,0.06,-0.35,-1.57
-0.02,-0.04,1.31,0.42,2.2,0.05,-0.88,-1.7
-0.03,-0.04,1.27,0.43,2.27,0.05,-1.51,-1.87
-0.03,-0.05,1.24,0.44,2.3,0.08,-1.52,-2.42
-0.03,-0.06,1.2,0.43,2.34,0.1,-1.65,-2.75
-0.03,-0.06,1.17,0.48,2.49,0.1,-1.57,-3.06
-0.04,-0.07,1.14,0.58,2.65,0.01,-2.07,-3.57
-0.05,-0.08,1.09,0.43,2.39,0.23,-2.66,-4.42
-0.06,-0.1,1.06,0.45,2.38,0.28,-3.38,-5.24
-0.07,-0.11,1.02,0.43,2.4,0.33,-4.06,-6.4
-0.08,-0.13,0.99,0.41,2.38,0.36,-4.57,-7.68
-0.09,-0.17,0.96,0.38,2.38,0.38,-5.55,-9.93
-0.09,-0.18,0.93,0.34,2.38,0.39,-5.39,-11.04
-0.1,-0.19,0.9,0.31,2.32,0.4,-6.42,-11.88
-0.09,-0.19,0.9,0.26,2.29,0.41,-5.65,-12.11
-0.1,-0.22,0.9,0.24,2.25,0.39,-6.29,-13.74
-0.1,-0.24,0.9,0.2,2.2,0.36,-5.96,-14.77
-0.1,-0.25,0.92,0.17,2.13,0.33,-6.05,-15.32
-0.11,-0.26,0.94,0.17,2.05,0.29,-6.29,-15.19
-0.12,-0.26,0.97,0.16,1.97,0.23,-6.69,-15.02
-0.12,-0.27,1.01,0.17,1.93,0.17,-6.79,-14.87
-0.14,-0.27,1.04,0.16,1.89,0.09,-7.62,-14.5
-0.15,-0.27,1.07,0.16,1.88,0.04,-7.89,-14.12
-0.14,-0.27,1.07,0.13,1.88,-0.02,-7.45,-14.16
-0.14,-0.26,1.07,0.11,1.86,-0.03,-7.47,-13.47
-0.14,-0.23,1.06,0.03,1.91,-0.04,-7.55,-12.2
-0.15,-0.21,1.06,-0.04,1.93,-0.03,-7.81,-10.87
-0.14,-0.18,1.07,-0.08,1.94,0.0,-7.39,-9.49
-0.14,-0.17,1.09,-0.14,1.99,0.03,-7.19,-8.76
-0.14,-0.16,1.12,-0.22,2.06,0.09,-7.25,-8.01
-0.16,-0.15,1.14,-0.26,2.08,0.15,-7.9,-7.41
-0.17,-0.13,1.15,-0.26,2.11,0.18,-8.2,-6.64
-0.18,-0.12,1.17,-0.29,2.16,0.23,-8.69,-5.75
-0.18,-0.1,1.18,-0.27,2.19,0.27,-8.62,-4.93
-0.18,-0.09,1.19,-0.24,2.23,0.31,-8.71,-4.42
-0.19,-0.09,1.2,-0.09,2.43,0.18,-8.79,-4.1
-0.19,-0.08,1.19,-0.08,2.21,0.34,-9.12,-3.65
-0.19,-0.07,1.18,0.01,2.2,0.34,-9.37,-3.29
-0.2,-0.08,1.17,0.1,2.2,0.35,-9.64,-3.66
-0.2,-0.07,1.17,0.21,2.17,0.34,-9.78,-3.6
-0.2,-0.08,1.14,0.36,2.13,0.33,-10.01,-3.91
-0.19,-0.08,1.11,0.47,2.1,0.3,-9.89,-4.19
-0.19,-0.09,1.08,0.56,2.06,0.28,-10.06,-4.64
-0.2,-0.1,1.03,0.66,2.0,0.27,-10.77,-5.47
-0.21,-0.12,1.01,0.73,1.95,0.24,-11.67,-6.67
-0.22,-0.15,1.0,0.79,1.91,0.2,-12.4,-8.44
-0.22,-0.17,0.98,0.8,1.9,0.17,-12.29,-9.69
-0.21,-0.18,0.94,0.81,1.9,0.13,-12.57,-10.59
-0.21,-0.18,0.9,0.78,1.9,0.11,-12.71,-10.92
-0.2,-0.17,0.87,0.72,1.94,0.1,-12.58,-10.58
-0.19,-0.15,0.86,0.64,1.98,0.12,-12.07,-9.83
-0.17,-0.14,0.85,0.56,2.02,0.15,-10.86,-8.95
-0.14,-0.11,0.86,0.48,2.06,0.2,-9.42,-7.38
-0.13,-0.08,0.85,0.5,2.26,0.13,-8.77,-5.54
-0.12,-0.07,0.84,0.38,2.07,0.34,-8.19,-4.95
-0.12,-0.06,0.85,0.34,2.06,0.42,-7.82,-4.12
-0.12,-0.06,0.86,0.4,2.23,0.33,-8.03,-4.1
-0.12,-0.07,0.87,0.35,1.98,0.48,-8.09,-4.61
-0.13,-0.09,0.87,0.37,1.94,0.49,-8.71,-5.67
-0.14,-0.11,0.88,0.38,1.91,0.48,-9.13,-7.14
-0.15,-0.14,0.88,0.49,2.03,0.33,-9.37,-8.67
-0.15,-0.15,0.89,0.45,1.81,0.41,-9.69,-9.13
-0.16,-0.13,0.89,0.46,1.79,0.38,-10.32,-8.14
-0.14,-0.12,0.88,0.48,1.79,0.35,-9.2,-7.79
-0.13,-0.1,0.88,0.5,1.75,0.33,-8.34,-6.69
-0.11,-0.09,0.89,0.51,1.69,0.37,-6.98,-5.48
-0.12,-0.09,0.9,0.55,1.66,0.33,-7.32,-5.89
-0.12,-0.1,0.9,0.62,1.61,0.32,-7.45,-6.4
-0.13,-0.12,0.9,0.68,1.57,0.3,-8.31,-7.46
-0.15,-0.14,0.91,0.73,1.53,0.27,-9.2,-8.86
-0.16,-0.18,0.91,0.75,1.55,0.24,-9.75,-11.01
-0.16,-0.2,0.88,0.74,1.6,0.21,-10.16,-12.41
-0.14,-0.21,0.85,0.74,1.66,0.19,-8.85,-13.46
-0.1,-0.19,0.83,0.66,1.73,0.21,-6.82,-12.75
-0.07,-0.16,0.78,0.58,1.76,0.23,-4.69,-11.85
-0.04,-0.14,0.76,0.45,1.79,0.29,-3.05,-10.15
-0.03,-0.13,0.75,0.37,1.79,0.35,-2.13,-9.44
-0.03,-0.11,0.75,0.26,1.77,0.41,-1.93,-8.24
-0.03,-0.1,0.75,0.16,1.82,0.45,-2.62,-7.53
-0.04,-0.1,0.78,0.1,1.81,0.5,-2.96,-7.56
-0.05,-0.1,0.8,0.02,1.81,0.5,-3.63,-7.39
-0.07,-0.11,0.83,0.02,1.75,0.51,-4.88,-7.45
-0.09,-0.11,0.85,0.03,1.75,0.51,-6.03,-7.48
-0.11,-0.13,0.89,0.12,1.91,0.37,-7.26,-8.1
-0.13,-0.13,0.9,0.15,1.69,0.46,-8.02,-8.45
-0.15,-0.18,0.92,0.25,1.65,0.41,-9.08,-10.74
-0.17,-0.21,0.93,0.35,1.6,0.33,-10.38,-12.48
-0.2,-0.23,0.94,0.44,1.58,0.23,-11.83,-13.17
-0.22,-0.23,0.94,0.53,1.58,0.12,-12.48,-13.34
-0.19,-0.22,0.91,0.73,1.76,-0.12,-11.49,-13.16
-0.16,-0.19,0.88,0.66,1.59,-0.0,-9.9,-11.8
-0.11,-0.14,0.85,0.7,1.61,-0.07,-7.28,-9.41
-0.06,-0.1,0.82,0.7,1.63,-0.05,-4.01,-6.91
-0.01,-0.06,0.8,0.65,1.63,-0.01,-0.92,-4.2
0.03,-0.03,0.77,0.57,1.66,0.04,2.25,-2.25
0.04,-0.01,0.74,0.42,1.64,0.16,3.31,-0.83
0.04,0.0,0.74,0.32,1.64,0.23,3.12,0.13
0.06,0.01,0.74,0.32,1.77,0.18,4.54,0.7
0.06,0.01,0.75,0.12,1.61,0.39,4.52,0.71
0.04,-0.02,0.78,0.03,1.57,0.46,2.75,-1.82
0.01,-0.07,0.8,0.03,1.54,0.5,0.45,-4.72
-0.02,-0.09,0.83,0.09,1.67,0.39,-1.21,-6.02
-0.05,-0.1,0.84,0.04,1.5,0.49,-3.54,-7.08
-0.07,-0.13,0.84,0.06,1.48,0.47,-4.46,-8.46
-0.07,-0.14,0.86,0.09,1.46,0.43,-4.32,-9.28
-0.06,-0.14,0.86,0.27,1.55,0.23,-4.22,-8.88
-0.07,-0.12,0.87,0.26,1.41,0.29,-4.26,-7.83
-0.06,-0.11,0.87,0.26,1.31,0.28,-4.23,-7.08
-0.05,-0.1,0.86,0.37,1.25,0.24,-3.41,-6.71
-0.05,-0.12,0.85,0.55,1.46,0.03,-3.3,-8.04
-0.05,-0.13,0.86,0.49,1.25,0.11,-3.31,-8.39
-0.04,-0.13,0.85,0.5,1.14,0.14,-2.95,-8.88
-0.02,-0.12,0.84,0.51,1.15,0.14,-1.61,-8.45
0.01,-0.12,0.83,0.51,1.15,0.11,0.44,-8.11
0.03,-0.11,0.81,0.48,1.14,0.13,2.14,-7.67
0.05,-0.11,0.79,0.4,1.13,0.13,3.56,-8.08
0.06,-0.11,0.78,0.39,1.1,0.12,4.36,-8.17
0.07,-0.1,0.78,0.39,1.25,-0.03,5.04,-7.19
0.08,-0.09,0.79,0.29,1.17,0.06,5.75,-6.5
0.09,-0.1,0.8,0.18,1.06,0.13,6.39,-7.22
0.07,-0.11,0.8,0.11,1.06,0.15,5.25,-7.94
0.04,-0.13,0.81,0.11,1.21,0.0,3.1,-8.91
0.03,-0.12,0.83,-0.03,1.09,0.15,2.04,-8.56
0.03,-0.12,0.86,-0.09,1.11,0.16,2.15,-7.72
0.03,-0.13,0.87,-0.15,1.12,0.17,1.9,-8.28
0.01,-0.14,0.89,-0.08,1.27,0.03,0.43,-9.05
-0.0,-0.14,0.92,-0.17,1.09,0.17,-0.2,-8.36
-0.0,-0.12,0.92,-0.17,1.12,0.15,-0.31,-7.49
-0.02,-0.12,0.94,-0.17,1.13,0.15,-1.22,-7.44
-0.01,-0.13,0.93,-0.05,1.29,-0.02,-0.88,-8.03
-0.0,-0.12,0.92,-0.09,1.07,0.13,-0.17,-7.69
-0.0,-0.11,0.93,-0.13,1.09,0.09,-0.03,-6.94
-0.0,-0.09,0.93,-0.1,1.06,0.09,-0.01,-5.63
-0.0,-0.09,0.92,-0.11,1.05,0.09,-0.08,-5.79
0.0,-0.08,0.93,-0.09,1.04,0.1,0.11,-4.71
0.01,-0.06,0.93,-0.07,1.06,0.12,0.85,-3.77
0.03,-0.06,0.93,-0.08,1.07,0.16,1.86,-3.65
0.04,-0.07,0.93,0.07,1.27,-0.01,2.54,-4.1
0.04,-0.07,0.92,-0.02,0.98,0.22,2.45,-4.47
0.03,-0.09,0.91,0.0,1.0,0.23,1.67,-5.82
0.01,-0.12,0.89,-0.0,0.96,0.22,0.87,-7.48
-0.01,-0.15,0.9,0.06,0.92,0.19,-0.41,-9.66
-0.02,-0.17,0.9,0.05,0.92,0.16,-1.45,-10.68
-0.02,-0.16,0.89,0.07,0.92,0.13,-1.19,-10.08
-0.01,-0.12,0.89,0.06,0.96,0.08,-0.77,-7.4
0.01,-0.08,0.92,0.1,0.95,0.07,0.38,-5.15
0.02,-0.07,0.92,0.21,1.23,-0.13,1.24,-4.15
0.02,-0.07,0.92,0.08,0.93,0.11,1.18,-4.07
0.02,-0.06,0.91,0.07,0.95,0.12,1.25,-4.02
0.03,-0.05,0.9,0.05,0.97,0.18,1.86,-3.47
0.04,-0.06,0.9,0.01,0.96,0.22,2.5,-3.83
0.06,-0.07,0.88,-0.02,0.96,0.24,3.71,-4.2
0.05,-0.08,0.87,-0.05,0.98,0.26,3.19,-5.06
0.05,-0.09,0.86,-0.11,0.97,0.27,3.0,-5.9
0.04,-0.09,0.87,-0.07,1.16,0.13,2.54,-6.02
0.03,-0.08,0.87,-0.2,1.0,0.26,1.93,-5.28
0.02,-0.07,0.89,-0.28,1.03,0.26,1.02,-4.3
0.01,-0.07,0.91,-0.29,1.0,0.27,0.4,-4.31
-0.0,-0.07,0.93,-0.25,1.0,0.23,-0.26,-4.17
-0.02,-0.07,0.95,-0.22,0.94,0.25,-1.01,-4.15
-0.04,-0.08,0.96,-0.23,0.96,0.25,-2.13,-4.85
-0.04,-0.09,0.96,-0.15,0.9,0.27,-2.57,-5.63
-0.04,-0.1,0.96,-0.1,0.9,0.23,-2.65,-5.95
-0.05,-0.11,0.95,-0.08,0.88,0.23,-2.83,-6.45
-0.05,-0.11,0.94,-0.01,0.85,0.2,-2.97,-6.62
-0.05,-0.11,0.94,0.04,0.85,0.18,-3.04,-6.41
-0.04,-0.11,0.94,0.1,0.85,0.17,-2.69,-6.72
-0.03,-0.11,0.94,0.12,0.82,0.17,-2.05,-6.83
-0.03,-0.12,0.94,0.14,0.82,0.17,-1.65,-7.29
-0.03,-0.11,0.93,0.15,0.84,0.16,-1.65,-6.72
-0.02,-0.1,0.92,0.15,0.87,0.16,-1.43,-6.35
-0.0,-0.08,0.92,0.15,0.9,0.16,-0.08,-4.86
0.0,-0.07,0.92,0.13,0.93,0.22,0.21,-4.57
0.03,-0.06,0.91,0.12,0.94,0.26,1.69,-3.68
0.03,-0.06,0.9,0.1,0.98,0.29,1.67,-3.68
0.03,-0.06,0.9,0.11,0.98,0.32,2.03,-3.68
0.05,-0.04,0.89,0.12,0.99,0.37,3.22,-2.68
0.07,-0.03,0.87,0.14,1.0,0.39,4.35,-2.06
0.09,-0.01,0.86,0.13,0.98,0.4,5.82,-0.66
0.1,0.01,0.84,0.18,0.94,0.4,7.11,0.36
0.11,-0.0,0.83,0.19,0.91,0.38,7.42,-0.31
0.12,-0.01,0.81,0.2,0.9,0.36,8.4,-0.71
0.13,-0.01,0.79,0.23,0.84,0.34,9.44,-0.49
0.15,-0.01,0.8,0.25,0.84,0.31,10.45,-0.48
0.18,0.03,0.79,0.33,0.75,0.29,12.75,2.17
0.2,0.04,0.79,0.32,0.71,0.28,14.13,2.99
0.21,0.06,0.77,0.34,0.62,0.26,15.62,4.1
0.23,0.07,0.77,0.48,0.76,0.07,16.6,4.77
0.25,0.07,0.76,0.32,0.47,0.24,17.93,5.12
0.26,0.08,0.74,0.3,0.45,0.22,18.84,6.04
0.27,0.08,0.74,0.27,0.39,0.23,19.65,5.54
0.27,0.06,0.73,0.21,0.32,0.24,20.02,4.74
0.26,0.05,0.73,0.15,0.33,0.25,19.78,3.77
0.25,0.05,0.73,0.12,0.45,0.11,19.07,3.38
