accelX,accelY,accelZ,gyroX,gyroY,gyroZ,pitch,roll
-0.01,0.06,0.99,-0.12,-0.01,0.02,-0.79,3.53
-0.02,0.07,1.0,-0.11,-0.0,0.02,-1.19,3.8
-0.03,0.06,1.0,-0.1,-0.0,0.01,-1.53,3.48
-0.03,0.06,1.0,-0.08,-0.0,0.01,-1.86,3.63
-0.03,0.07,1.01,-0.06,-0.01,0.01,-1.89,3.9
-0.04,0.07,1.01,-0.07,0.03,0.01,-2.3,4.1
-0.04,0.06,1.01,-0.03,0.01,0.01,-2.19,3.51
-0.05,0.07,1.02,-0.03,0.01,0.01,-2.62,3.85
-0.05,0.06,1.01,-0.01,0.01,0.01,-2.99,3.25
-0.06,0.06,1.02,0.01,0.0,0.03,-3.34,3.25
-0.06,0.06,1.02,0.03,0.03,0.03,-3.48,3.31
-0.06,0.05,1.02,0.05,0.03,0.05,-3.47,2.89
-0.06,0.05,1.0,0.07,0.03,0.06,-3.56,2.6
-0.06,0.05,1.0,0.1,0.05,0.06,-3.47,2.82
-0.05,0.05,0.98,0.09,0.07,0.06,-3.13,2.82
-0.05,0.04,0.96,0.11,0.07,0.06,-3.01,2.52
-0.05,0.03,0.96,0.11,0.06,0.06,-2.82,2.06
-0.06,0.03,0.94,0.11,0.07,0.07,-3.47,1.87
-0.05,0.02,0.93,0.11,0.06,0.05,-3.3,1.11
-0.05,0.02,0.93,0.09,0.06,0.06,-3.24,1.35
-0.06,0.01,0.93,0.09,0.04,0.08,-3.41,0.73
-0.05,0.01,0.93,0.07,0.05,0.07,-3.19,0.45
-0.04,0.02,0.93,0.05,0.06,0.08,-2.77,1.4
-0.04,0.03,0.92,0.05,0.05,0.09,-2.64,1.56
-0.04,0.03,0.92,0.05,0.04,0.08,-2.79,1.74
-0.04,0.03,0.91,0.04,0.03,0.09,-2.47,1.67
-0.03,0.04,0.91,0.02,0.06,0.09,-2.13,2.28
-0.03,0.04,0.91,0.03,0.04,0.09,-2.13,2.47
-0.03,0.04,0.91,0.02,0.05,0.09,-1.87,2.8
-0.04,0.04,0.91,0.01,0.04,0.08,-2.21,2.29
-0.03,0.04,0.91,-0.01,0.05,0.08,-2.14,2.53
-0.03,0.03,0.92,-0.01,0.03,0.08,-2.12,2.17
-0.03,0.03,0.92,-0.0,0.02,0.08,-2.12,1.98
-0.04,0.04,0.93,-0.0,0.03,0.08,-2.26,2.38
-0.03,0.04,0.92,-0.02,0.05,0.07,-2.08,2.23
-0.03,0.04,0.92,-0.03,0.04,0.08,-1.83,2.34
-0.04,0.04,0.93,-0.02,0.04,0.06,-2.35,2.22
-0.05,0.03,0.96,-0.01,0.03,0.07,-2.83,1.99
-0.05,0.02,0.97,-0.0,0.01,0.08,-2.72,1.36
-0.04,0.02,0.95,0.0,-0.01,0.09,-2.44,1.4
-0.04,0.03,0.95,-0.0,-0.01,0.1,-2.58,1.73
-0.05,0.02,0.95,0.01,-0.01,0.11,-2.75,1.27
-0.04,0.03,0.96,0.0,0.02,0.12,-2.37,1.83
-0.03,0.02,0.96,0.0,0.02,0.12,-2.07,1.24
-0.03,0.03,0.95,0.02,0.03,0.14,-1.96,1.57
-0.01,0.03,0.94,0.05,0.02,0.13,-0.89,1.58
-0.02,0.02,0.93,0.05,0.05,0.13,-1.02,1.22
-0.01,0.02,0.92,0.04,0.07,0.13,-0.76,1.25
-0.01,0.02,0.92,0.06,0.06,0.13,-0.57,1.1
-0.0,0.02,0.91,0.05,0.08,0.11,-0.14,1.18
0.01,0.01,0.9,0.04,0.09,0.11,0.45,0.59
0.01,0.01,0.91,0.04,0.09,0.11,0.52,0.7
0.01,-0.0,0.9,0.03,0.07,0.1,0.35,-0.1
0.01,0.0,0.9,0.04,0.07,0.08,0.9,0.3
0.01,-0.01,0.9,0.02,0.07,0.09,0.63,-0.38
0.02,-0.01,0.9,0.01,0.08,0.09,1.09,-0.35
0.02,-0.01,0.89,-0.01,0.06,0.09,1.22,-0.67
0.02,-0.01,0.9,-0.01,0.04,0.09,1.51,-0.66
0.03,-0.01,0.89,-0.03,0.05,0.08,2.2,-0.92
0.04,-0.02,0.89,-0.04,0.02,0.07,2.26,-1.48
0.05,-0.03,0.89,-0.06,0.0,0.06,3.07,-2.08
0.06,-0.05,0.9,-0.07,-0.05,0.04,3.94,-3.04
0.06,-0.07,0.91,-0.1,-0.09,0.03,3.93,-4.51
0.05,-0.1,0.93,-0.17,-0.13,0.02,3.04,-5.86
0.03,-0.11,0.94,-0.21,-0.2,0.02,2.04,-6.73
0.03,-0.09,0.97,-0.25,-0.23,0.03,1.67,-5.19
0.04,-0.07,0.99,-0.28,-0.21,0.02,2.12,-3.9
0.05,-0.04,1.03,-0.31,-0.13,0.0,2.86,-2.31
0.06,-0.01,1.1,-0.33,-0.04,-0.0,3.0,-0.72
0.06,0.01,1.21,-0.33,0.13,-0.01,2.96,0.38
0.09,0.02,1.3,-0.34,0.32,0.01,3.83,0.83
0.12,0.02,1.36,-0.39,0.53,0.04,5.08,0.94
0.17,0.01,1.35,-0.48,0.67,0.1,7.22,0.4
0.21,-0.0,1.27,-0.62,0.73,0.14,9.22,-0.01
0.23,0.01,1.19,-0.86,0.68,0.16,10.87,0.6
0.26,0.06,1.15,-1.16,0.5,0.17,12.83,2.7
0.32,0.11,1.16,-1.54,0.21,0.16,15.33,5.44
0.38,0.2,1.19,-1.94,-0.19,0.15,17.71,9.03
0.43,0.33,1.24,-2.35,-0.56,0.14,18.6,14.07
0.46,0.5,1.35,-2.7,-0.92,0.13,17.5,19.43
0.49,0.7,1.55,-2.97,-1.19,0.14,16.16,23.22
0.5,0.84,1.8,-3.2,-1.4,0.17,14.24,24.09
0.56,1.0,1.93,-3.33,-1.59,0.21,14.51,26.37
0.55,0.97,1.98,-3.33,-1.71,0.26,14.16,25.18
0.54,0.95,2.01,-3.21,-1.88,0.3,13.76,24.49
0.56,0.97,1.98,-3.02,-1.97,0.36,14.33,25.14
0.56,1.02,1.91,-2.78,-1.92,0.37,14.56,27.22
0.54,1.08,1.84,-2.52,-1.82,0.27,14.13,29.41
0.57,1.1,1.83,-2.24,-1.8,0.14,14.93,29.84
0.56,1.07,1.86,-1.87,-1.71,-0.04,14.61,28.92
0.54,1.01,1.94,-1.48,-1.68,-0.19,13.77,26.65
0.52,0.93,2.03,-1.1,-1.69,-0.31,13.2,23.95
0.51,0.84,2.13,-0.71,-1.73,-0.4,12.61,21.0
0.54,0.79,2.19,-0.3,-1.87,-0.47,13.1,19.29
0.54,0.76,2.21,0.11,-2.02,-0.55,13.0,18.34
0.54,0.73,2.22,0.49,-2.15,-0.66,13.01,17.85
0.52,0.67,2.26,0.81,-2.28,-0.8,12.45,16.24
0.5,0.59,2.32,1.09,-2.42,-0.96,11.87,13.89
0.45,0.48,2.4,1.32,-2.55,-1.11,10.48,11.2
0.38,0.33,2.51,1.52,-2.67,-1.25,8.48,7.48
0.27,0.13,2.67,1.68,-2.81,-1.37,5.79,2.75
0.15,-0.1,2.84,1.83,-2.93,-1.41,3.08,-2.01
0.06,-0.2,2.87,1.91,-3.05,-1.4,1.16,-4.03
-0.0,-0.24,2.86,1.94,-3.11,-1.35,-0.01,-4.85
-0.06,-0.35,2.75,1.94,-3.14,-1.24,-1.18,-7.26
-0.11,-0.49,2.61,1.9,-3.18,-1.09,-2.29,-10.64
-0.14,-0.62,2.48,1.85,-3.22,-0.94,-3.1,-14.03
-0.18,-0.74,2.34,1.78,-3.26,-0.77,-4.16,-17.42
-0.2,-0.81,2.27,1.71,-3.35,-0.63,-4.83,-19.64
-0.22,-0.87,2.22,1.68,-3.44,-0.52,-5.34,-21.37
-0.26,-0.92,2.16,1.69,-3.5,-0.42,-6.21,-22.95
-0.29,-0.99,2.08,1.73,-3.56,-0.37,-7.12,-25.39
-0.33,-1.05,2.0,1.79,-3.62,-0.35,-8.25,-27.44
-0.37,-1.12,1.9,1.89,-3.67,-0.32,-9.61,-29.89
-0.39,-1.2,1.79,2.02,-3.69,-0.31,-10.36,-33.11
-0.41,-1.28,1.66,2.16,-3.73,-0.31,-11.11,-36.92
-0.43,-1.39,1.48,2.29,-3.71,-0.31,-11.91,-42.08
-0.44,-1.49,1.25,2.4,-3.66,-0.29,-12.81,-48.36
-0.45,-1.54,1.01,2.47,-3.59,-0.29,-13.81,-54.33
-0.46,-1.58,0.75,2.5,-3.48,-0.27,-14.72,-60.87
-0.48,-1.6,0.51,2.5,-3.4,-0.25,-15.84,-66.52
-0.51,-1.63,0.3,2.44,-3.38,-0.2,-17.08,-70.13
-0.53,-1.67,0.12,2.34,-3.44,-0.12,-17.68,-71.89
-0.54,-1.68,-0.06,2.21,-3.56,-0.02,-17.93,-71.95
-0.56,-1.65,-0.18,2.04,-3.69,0.08,-18.63,-70.43
-0.55,-1.56,-0.37,1.84,-3.73,0.2,-18.94,-66.95
-0.52,-1.44,-0.48,1.64,-3.8,0.28,-18.98,-63.77
-0.48,-1.3,-0.56,1.45,-3.84,0.33,-18.76,-60.35
-0.46,-1.18,-0.62,1.29,-3.86,0.35,-19.15,-56.85
-0.44,-1.06,-0.68,1.16,-3.81,0.35,-19.09,-52.59
-0.43,-0.95,-0.74,1.02,-3.7,0.34,-19.72,-47.87
-0.43,-0.84,-0.8,0.92,-3.53,0.32,-20.31,-42.99
-0.42,-0.75,-0.82,0.81,-3.36,0.27,-20.77,-39.34
